date,strategy_return,predicted_regime,position_method,top_l,forecast_method,n_same_regime_obs,long_etfs,short_etfs,gross_exposure,net_exposure
2004-02-01,-0.0023887322324537674,0,mx,4,regime_conditioned,48,"XLF,XLB,XLE",XLK,1.0,0.35361371266569785
2004-03-01,0.03853955899294542,0,mx,4,regime_conditioned,49,"XLF,XLE,XLB",XLK,1.0,0.3928896521035813
2004-04-01,-0.00864238575626594,0,mx,4,regime_conditioned,50,"XLF,XLE,XLB",XLK,1.0,0.45898200310233456
2004-05-01,-0.0013152965205022564,0,mx,4,regime_conditioned,51,"XLF,XLE,XLB",XLK,1.0,0.4088520468825454
2004-06-01,-0.010868298820780343,0,mx,4,regime_conditioned,52,"XLF,XLE,XLP",XLK,1.0,0.37278703158575244
2004-07-01,0.01192601567003325,0,mx,4,regime_conditioned,53,"XLF,XLE,XLB",XLK,1.0,0.3817420950279686
2004-08-01,0.016547429738726145,0,mx,4,regime_conditioned,54,"XLF,XLE,XLB",XLK,1.0,0.42780027091492623
2004-09-01,0.021077141186945828,0,mx,4,regime_conditioned,55,"XLF,XLE,XLB",XLK,1.0,0.41239136709943985
2004-10-01,0.020217065679431066,0,mx,4,regime_conditioned,56,"XLF,XLE,XLB",XLK,1.0,0.4077292929100926
2004-11-01,-0.015649155826844754,0,mx,4,regime_conditioned,57,"XLE,XLF,XLB",XLK,1.0,0.48383187105548037
2004-12-01,0.02642478917406993,0,mx,4,regime_conditioned,58,"XLE,XLF,XLB",XLK,0.9999999999999999,0.486290613771151
2005-01-01,-0.007749121175405111,0,mx,4,regime_conditioned,59,"XLE,XLF,XLB",XLK,1.0,0.574447915188985
2005-02-01,0.029700563684898984,0,mx,4,regime_conditioned,60,"XLF,XLE,XLB",XLK,1.0,0.565185005816788
2005-03-01,0.03814343557814204,0,mx,4,regime_conditioned,61,"XLE,XLF,XLU",XLK,1.0,0.5640520442922214
2005-04-01,-0.005373433591025382,0,mx,4,regime_conditioned,62,"XLE,XLF,XLB",XLK,1.0000000000000002,0.5988477002030008
2005-05-01,-0.005229312572105467,0,mx,4,regime_conditioned,63,"XLE,XLF,XLU",XLK,0.9999999999999999,0.5673497941972193
2005-06-01,0.0013306647203685587,0,mx,4,regime_conditioned,64,"XLE,XLF,XLU",XLK,1.0,0.5522153710874136
2005-07-01,0.04216745954051959,0,mx,4,regime_conditioned,65,"XLE,XLF,XLU",XLK,1.0,0.6096968000337577
2005-08-01,0.012961898452712348,0,mx,4,regime_conditioned,66,"XLE,XLU,XLF",XLK,0.9999999999999999,0.6256354162837252
2005-09-01,0.03591445596730054,0,mx,4,regime_conditioned,67,"XLE,XLU,XLF",XLK,1.0,0.6626294819167882
2005-10-01,0.02187273143069087,0,mx,4,regime_conditioned,68,"XLE,XLU,XLF",XLK,1.0,0.6713624360159656
2005-11-01,-0.044520100921429925,0,mx,4,regime_conditioned,69,"XLE,XLU,XLF",XLK,1.0,0.6839409641491929
2005-12-01,0.019082201361105503,0,mx,4,regime_conditioned,70,"XLE,XLF,XLU",XLK,1.0,0.6455558492851046
2006-01-01,0.025313243332076886,0,mx,4,regime_conditioned,71,"XLE,XLF,XLU,XLB",,1.0,1.0
2006-02-01,0.028718284212338047,0,mx,4,regime_conditioned,72,"XLE,XLF,XLU,XLB",,0.9999999999999999,0.9999999999999999
2006-03-01,-0.013293776306562073,0,mx,4,regime_conditioned,73,"XLE,XLF,XLU,XLB",,1.0,1.0
2006-04-01,0.008675790360186734,0,mx,4,regime_conditioned,74,"XLE,XLF,XLU,XLB",,1.0,1.0
2006-05-01,0.03510302513667331,0,mx,4,regime_conditioned,75,"XLE,XLF,XLU,XLB",,1.0,1.0
2006-06-01,-0.01761859998663281,0,mx,4,regime_conditioned,76,"XLE,XLF,XLB,XLU",,0.9999999999999999,0.9999999999999999
2006-07-01,0.016859212826344797,0,mx,4,regime_conditioned,77,"XLE,XLF,XLU,XLB",,0.9999999999999999,0.9999999999999999
2006-08-01,0.010799876880486692,0,mx,4,regime_conditioned,78,"XLE,XLF,XLU,XLB",,1.0,1.0
2006-09-01,0.0022530981177882113,0,mx,4,regime_conditioned,79,"XLE,XLF,XLU,XLB",,0.9999999999999999,0.9999999999999999
2006-10-01,-0.015340816079972302,0,mx,4,regime_conditioned,80,"XLE,XLF,XLU,XLB",,1.0,1.0
