date,naive_top2_long_only,naive_top3_long_only,Equal_Weight_10_ETFs,SPY
2004-02-01,-0.0019117855622472514,0.008287404838188298,0.01679075391536847,0.0246336988388391
2004-03-01,0.048243848209358856,0.0569754194094404,0.030229954143859577,0.0192157080259582
2004-04-01,-0.022228590646952803,-0.025427538466899637,-0.01879066430615254,-0.0170548791806296
2004-05-01,0.002818501230496151,-0.014838413866180098,-0.00854770248075103,-0.0143263721110068
2004-06-01,-0.0028806326906364497,-0.005779806832819166,0.004259674429994529,0.0049933582228489
2004-07-01,0.0252501689847951,0.028091058990773334,0.012801554891915038,0.0056984761553064
2004-08-01,0.009889595018239251,0.006973269690489734,-0.010780099848512019,-0.0165575099289889
2004-09-01,0.0127368663871996,0.013428489507378365,0.005364097066246661,0.0022506111223443
2004-10-01,0.052761278383722854,0.04902337905333433,0.028193459627539164,0.0251804826271984
2004-11-01,-0.0112030264061883,-0.012041348931462898,0.002264499147395009,-0.0012319448088725
2004-12-01,0.04809029908871115,0.062074829451825186,0.05494026986171461,0.0535053215177059
2005-01-01,-0.011733447026965852,-0.0098055056644799,0.007554728964377219,0.0137400207136182
2005-02-01,0.0421031555803034,0.023878231250002036,0.0007045854789558507,-0.0115540962017323
2005-03-01,0.059165122045653495,0.04526485100585433,0.028580152624878192,0.0195101858642698
2005-04-01,-0.017707414831868253,-0.022048236833365,-0.02133632097217684,-0.0275405852688335
2005-05-01,-0.0210545681182355,-0.004007920861887535,-0.01278765605325377,-0.0087708087403883
2005-06-01,0.031951469186565246,0.024509489704074832,0.03146158654084889,0.035223329724584
2005-07-01,0.039436064468829045,0.04481115893472779,0.0010618790726994196,-0.0040465811297705
2005-08-01,0.02926941753971475,0.024371762452387633,0.035370200287489224,0.0344687181808531
2005-09-01,0.0580215825932648,0.03400347291562593,-0.0045570240697603,-0.0093815685774185
2005-10-01,0.0354676239434783,0.02490502252620303,0.00865475349492028,0.0051589387931372
2005-11-01,-0.0875429855239044,-0.04862811594961006,-0.02488491357526579,-0.0172111909453505
2005-12-01,0.048897144494927394,0.040058565150461134,0.05186215628519878,0.0514568193191202
2006-01-01,0.02257612508537895,0.023143025307525197,0.01071772195317636,0.0053803443445004
2006-02-01,0.02986820805953045,0.022412123616826367,0.014947808893024616,0.0133385989035019
2006-03-01,-0.0135572147054723,-0.006556847773922333,0.0052898920413424295,0.0076332359308042
2006-04-01,0.0149467043645831,-0.0041794722636817674,0.007428234279769743,0.0067706954698985
2006-05-01,0.043626014717124,0.030811780464348664,0.00987592306052349,0.0051640772113439
2006-06-01,-0.026022747682985403,-0.029408585362567068,-0.0101807440307178,-0.0128066205377764
2006-07-01,0.014553993093468399,0.01772055447257387,0.00255779316800102,-0.0028363598385234
2006-08-01,0.015827676941518598,0.02698885314903893,-0.007905968016092777,-0.0045380307407661
2006-09-01,-0.01071654573407385,-0.0018905064560280332,0.0313870326092374,0.0330136278666377
2006-10-01,-0.0126369556110766,-0.011141953562026467,0.008571543796532261,0.0170843976082195
2006-11-01,0.0316521936100612,0.03833261945696823,0.032829594849966115,0.0284042484443081
2006-12-01,0.0540909307760676,0.04263304392647923,0.026409156394062227,0.0245503121464332
2007-01-01,-0.008252920494975096,-0.0015569081569662326,0.01140494050910979,0.0138188587356389
2007-02-01,0.0206168658266621,0.014468783527963366,0.024689812235341658,0.0229189266406855
2007-03-01,-0.032441212531011204,-0.005818967467558268,-0.01721260962830372,-0.0283526676617876
2007-04-01,0.0670553583463505,0.0404208339800737,0.02296263264234465,0.015755922971594
2007-05-01,0.0393175687546273,0.0430200084862421,0.039808768113558296,0.0457940746040124
2007-06-01,0.03687326946992905,0.0330324042629252,0.037982954734648994,0.0363890624101284
2007-07-01,-0.0033690479650302,-0.013911133235317931,-0.0108140141854413,-0.0106165523454583
2007-08-01,-0.0259636136471081,-0.04672350131571236,-0.03344876130965097,-0.0353116964515755
2007-09-01,0.022869498554766103,0.015666597909936634,0.016014013861225442,0.0180975810320116
2007-10-01,0.0527655547902391,0.04712190043087526,0.042849595333993525,0.0399244481461593
2007-11-01,0.00452825687993475,-0.0013325605217604664,-0.017672628478687162,-0.0211927906408385
2007-12-01,0.014178245124414252,0.0023666604176035,-0.01168337972628418,-0.0221807462824551
