,SPY,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2003-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-01,-0.38982452160092884,0.0,0.0,0.0,-0.2803036318656557,-0.32987184653341534,0.0,0.0,0.0,0.0
2004-03-01,-0.38982452160092884,0.0,0.0,0.0,-0.2803036318656557,-0.32987184653341534,0.0,0.0,0.0,0.0
2004-04-01,-0.38982452160092884,0.0,0.0,0.0,-0.2803036318656557,-0.32987184653341534,0.0,0.0,0.0,0.0
2004-05-01,-0.38982452160092884,0.0,0.0,0.0,-0.2803036318656557,-0.32987184653341534,0.0,0.0,0.0,0.0
2004-06-01,-0.37045062116897043,0.0,0.0,0.0,-0.31009989118094416,-0.3194494876500855,0.0,0.0,0.0,0.0
2004-07-01,-0.3749758610271289,0.0,0.0,0.0,-0.30721920055910645,-0.3178049384137646,0.0,0.0,0.0,0.0
2004-08-01,-0.38525845489163874,0.0,0.0,0.0,-0.2784704081127001,-0.33627113699566125,0.0,0.0,0.0,0.0
2004-09-01,-0.37928993034830394,0.0,0.0,0.0,-0.296523230591704,-0.324186839059992,0.0,0.0,0.0,0.0
2004-10-01,-0.37928993034830394,0.0,0.0,0.0,-0.296523230591704,-0.324186839059992,0.0,0.0,0.0,0.0
2004-11-01,-0.30654881594846817,0.0,0.0,-0.27869080382916533,0.0,0.0,0.0,-0.4147603802223664,0.0,0.0
2004-12-01,-0.25480546896328676,0.0,0.0,0.0,0.0,0.0,-0.33675377535957024,-0.40844075567714305,0.0,0.0
2005-01-01,-0.2178597633107916,0.0,0.0,0.0,0.0,0.0,-0.3755354120765658,-0.4066048246126427,0.0,0.0
2005-02-01,0.0,0.0,0.0,-0.22868829256735507,0.0,0.0,-0.4063084243662466,-0.36500328306639845,0.0,0.0
2005-03-01,0.0,0.0,0.0,-0.2693906194324636,0.0,0.0,-0.3752009626368431,-0.3554084179306934,0.0,0.0
2005-04-01,0.0,0.0,0.0,-0.2330564229818634,0.0,0.0,-0.38703103805912875,-0.3799125389590078,0.0,0.0
2005-05-01,0.0,0.0,0.0,-0.22591149788901707,0.0,0.0,-0.35609615226091534,-0.4179923498500675,0.0,0.0
2005-06-01,-0.2560244159639871,0.0,0.0,0.0,0.0,0.0,-0.3569742354873377,-0.38700134854867513,0.0,0.0
2005-07-01,0.0,0.0,0.0,0.0,-0.25473306859767414,0.0,-0.3797374072713386,-0.36552952413098716,0.0,0.0
2005-08-01,0.0,0.0,0.0,-0.27522264476040387,0.0,0.0,-0.3636303858409628,-0.3611469693986332,0.0,0.0
2005-09-01,0.0,0.0,0.0,-0.25646617462994453,0.0,0.0,-0.38072905057692075,-0.3628047747931348,0.0,0.0
2005-10-01,0.0,0.0,0.0,0.0,-0.2379300213204276,0.0,-0.45244697934105527,-0.30962299933851717,0.0,0.0
2005-11-01,0.0,0.0,0.0,-0.1848179536587432,0.0,0.0,-0.4999390349132953,-0.3152430114279614,0.0,0.0
2005-12-01,0.0,0.0,0.0,0.0,-0.2233591712055402,0.0,-0.5166246078220015,-0.26001622097245836,0.0,0.0
2006-01-01,-0.21795877198114233,0.0,0.0,0.0,-0.28669455961285206,0.0,-0.49534666840600566,0.0,0.0,0.0
2006-02-01,-0.21795877198114233,0.0,0.0,0.0,-0.28669455961285206,0.0,-0.49534666840600566,0.0,0.0,0.0
2006-03-01,0.0,0.0,0.0,0.0,-0.2466590326539684,0.0,-0.5468734388564626,0.0,0.0,-0.20646752848956898
2006-04-01,0.0,0.0,0.0,0.0,-0.2466590326539684,0.0,-0.5468734388564626,0.0,0.0,-0.20646752848956898
2006-05-01,0.0,0.0,0.0,-0.2499343929297084,-0.23278951867697753,0.0,-0.5172760883933142,0.0,0.0,0.0
2006-06-01,0.0,0.0,0.0,-0.2499343929297084,-0.23278951867697753,0.0,-0.5172760883933142,0.0,0.0,0.0
2006-07-01,0.0,0.0,0.0,-0.2499343929297084,-0.23278951867697753,0.0,-0.5172760883933142,0.0,0.0,0.0
2006-08-01,0.0,0.0,0.0,-0.2698548224739024,-0.2541865894250089,0.0,-0.47595858810108865,0.0,0.0,0.0
2006-09-01,0.0,0.0,0.31260032969336765,-0.21771121912276337,0.0,0.0,-0.46968845118386904,0.0,0.0,0.0
2006-10-01,0.0,0.0,0.2692840855071152,-0.21968874826508306,0.0,0.0,-0.5110271662278016,0.0,0.0,0.0
2006-11-01,0.0,0.0,0.15513578166898548,0.0,0.0,0.1643012396553427,-0.6805629786756718,0.0,0.0,0.0
2006-12-01,0.0,0.0,0.15513578166898548,0.0,0.0,0.1643012396553427,-0.6805629786756718,0.0,0.0,0.0
2007-01-01,0.0,-0.3269671552212604,0.0,0.0,-0.17408106192656286,0.0,-0.4989517828521768,0.0,0.0,0.0
2007-02-01,0.0,-0.4276779144519932,0.0,0.0,0.0,-0.19321492491047376,-0.3791071606375331,0.0,0.0,0.0
2007-03-01,0.27765519046310405,0.0,0.0,0.3351305073097708,0.0,0.0,0.0,0.3872143022271251,0.0,0.0
2007-04-01,0.28265082638485745,0.0,0.0,0.3072296006792222,0.0,0.0,0.0,0.41011957293592033,0.0,0.0
2007-05-01,0.24321385531047998,0.0,0.0,0.30881793931991347,0.0,0.0,0.0,0.4479682053696066,0.0,0.0
2007-06-01,0.24321385531047998,0.0,0.0,0.30881793931991347,0.0,0.0,0.0,0.4479682053696066,0.0,0.0
2007-07-01,0.33528520946906426,0.0,0.0,0.36535703516456813,0.0,0.2993577553663676,0.0,0.0,0.0,0.0
2007-08-01,0.29176052016644155,0.0,0.0,0.0,0.31983189994339795,0.38840757989016056,0.0,0.0,0.0,0.0
2007-09-01,0.0,0.0,0.0,0.0,0.3374325412225855,0.35452493569661303,0.0,0.0,-0.30804252308080143,0.0
2007-10-01,0.0,0.0,0.0,0.0,0.3405480090272205,0.47147800657945094,0.0,0.0,-0.18797398439332857,0.0
2007-11-01,0.19828019342151493,0.0,0.0,0.0,0.35368972271508436,0.44803008386340076,0.0,0.0,0.0,0.0
2007-12-01,0.19828019342151493,0.0,0.0,0.0,0.35368972271508436,0.44803008386340076,0.0,0.0,0.0,0.0
2008-01-01,0.0,0.0,0.0,0.0,0.39069657739195307,0.0,0.33265209588021927,0.27665132672782766,0.0,0.0
2008-02-01,0.0,0.0,0.3674896220154572,0.0,0.3706408111656771,0.0,0.2618695668188657,0.0,0.0,0.0
2008-03-01,0.0,0.2914086837437596,0.0,0.0,0.4390562090655609,0.0,0.0,0.0,0.0,-0.2695351071906796
2008-04-01,0.0,0.0,0.3311993940918305,0.0,0.0,0.0,0.0,0.0,-0.3192650852583639,-0.3495355206498055
2008-05-01,0.0,0.0,0.27321174553134403,0.0,0.34804307034253607,0.0,0.0,0.0,-0.37874518412611985,0.0
2008-06-01,0.0,0.0,0.326382480642273,0.0,0.36151667801377785,0.0,0.0,0.0,-0.3121008413439493,0.0
2008-07-01,0.0,0.3065979031891897,0.40379062072071903,0.0,0.0,0.0,0.0,0.0,-0.28961147609009125,0.0
2008-08-01,0.0,0.0,0.37855338683094114,-0.30571310502111687,0.0,0.0,0.0,0.0,-0.3157335081479419,0.0
2008-09-01,0.0,0.0,0.0,-0.3276718948811858,0.0,0.0,0.0,0.0,-0.2857576968061319,-0.3865704083126824
2008-10-01,0.0,0.0,0.0,-0.397544364205413,0.0,0.0,0.35543047753163376,0.0,-0.24702515826295318,0.0
2008-11-01,-0.33033187405835135,0.0,0.0,-0.34560216811031985,0.0,0.0,0.0,0.0,-0.3240659578313288,0.0
2008-12-01,-0.331805466354731,0.0,0.0,-0.3400925820004479,0.0,0.0,0.0,0.0,-0.32810195164482114,0.0
2009-01-01,-0.33293178418247993,0.0,0.0,-0.3368142304763019,0.0,0.0,0.0,0.0,-0.330253985341218,0.0
2009-02-01,-0.3242331516770521,0.0,0.0,-0.36562338766832503,0.0,-0.3101434606546229,0.0,0.0,0.0,0.0
2009-03-01,-0.3270877037093651,-0.30096877421893475,0.0,-0.3719435220717001,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-01,-0.33335752751563313,-0.3020388331123748,0.0,-0.3646036393719921,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-01,-0.3123256023530154,0.0,0.0,-0.34958719467734994,0.0,0.0,0.0,-0.33808720296963474,0.0,0.0
2009-06-01,0.0,0.0,0.0,-0.32730887469236764,0.0,0.0,0.0,-0.3648557447114612,-0.3078353805961712,0.0
2009-07-01,-0.2883003169641357,0.0,0.0,-0.3146302539265068,0.0,0.0,0.0,-0.3970694291093575,0.0,0.0
2009-08-01,-0.3134208445424865,0.0,0.0,-0.33818788601978295,0.0,0.0,0.0,-0.3483912694377305,0.0,0.0
2009-09-01,-0.27840351134654273,0.0,0.0,-0.34088894932946734,0.0,0.0,0.0,-0.38070753932399004,0.0,0.0
2009-10-01,-0.2599223992685696,0.0,0.0,-0.2888644343151547,0.0,0.0,0.0,-0.4512131664162758,0.0,0.0
2009-11-01,-0.23449714106928246,0.0,0.0,-0.28849599406598087,0.0,0.0,0.0,-0.4770068648647366,0.0,0.0
2009-12-01,-0.2120357051632562,0.0,0.0,-0.28824954552582344,0.0,0.0,0.0,-0.49971474931092036,0.0,0.0
2010-01-01,0.0,0.0,0.0,-0.2919385503641962,0.0,0.0,0.3142575552951424,-0.39380389434066143,0.0,0.0
2010-02-01,0.0,0.0,0.0,-0.3210869719520201,0.0,0.0,0.328890354362545,-0.3500226736854348,0.0,0.0
2010-03-01,0.0,0.0,0.0,-0.31076588347059414,0.0,0.0,0.2784702846887924,-0.4107638318406133,0.0,0.0
2010-04-01,0.0,0.0,0.0,-0.27532768916202627,0.0,0.0,0.32837762932441183,-0.39629468151356184,0.0,0.0
2010-05-01,0.0,0.0,0.0,-0.2099833487754005,0.0,0.0,0.4286863778313264,-0.36133027339327317,0.0,0.0
2010-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.41948586626568507,-0.32153751281738535,0.0,0.2589766209169296
2010-07-01,0.0,0.0,0.0,-0.28070874321923744,0.0,0.0,0.26288460875677727,-0.45640664802398545,0.0,0.0
2010-08-01,-0.1996838022520696,0.0,0.0,-0.31540819803183534,0.0,0.0,0.0,-0.48490799971609516,0.0,0.0
2010-09-01,0.0,0.0,0.0,-0.28253570128762245,0.0,0.0,0.3856678567986795,-0.3317964419136981,0.0,0.0
2010-10-01,0.0,0.0,0.0,-0.34619107262088705,0.0,0.0,0.3550658803723628,-0.29874304700675025,0.0,0.0
2010-11-01,0.0,0.0,0.0,-0.3183821570040902,0.0,0.0,0.4520677478878834,-0.22955009510802624,0.0,0.0
2010-12-01,0.0,0.0,0.0,-0.29575420558652193,0.0,0.0,0.4801402254046441,-0.22410556900883388,0.0,0.0
2011-01-01,0.0,0.0,0.0,-0.27457131134343266,0.0,0.0,0.47198248412198024,0.0,0.0,0.2534462045345871
2011-02-01,0.0,0.2765594987694762,0.31521277277037524,0.0,0.0,0.0,0.4082277284601486,0.0,0.0,0.0
2011-03-01,0.0,0.2733311689176814,0.3624882431813278,0.0,0.0,0.0,0.3641805879009907,0.0,0.0,0.0
2011-04-01,0.0,0.24408557048326385,0.38101462318189033,0.0,0.0,0.0,0.3748998063348457,0.0,0.0,0.0
2011-05-01,0.0,0.25225632843174967,0.3732783828822036,0.0,0.0,0.0,0.3744652886860466,0.0,0.0,0.0
2011-06-01,0.0,0.24217851279214658,0.3430538897418644,0.0,0.0,0.0,0.4147675974659892,0.0,0.0,0.0
2011-07-01,0.0,0.0,0.2936767221636714,-0.22937404979690082,0.0,0.0,0.47694922803942763,0.0,0.0,0.0
2011-08-01,0.0,0.0,0.27550053666925567,0.0,0.0,0.0,0.4697827103839363,0.0,0.0,0.2547167529468081
2011-09-01,0.0,0.0,0.28432810695712674,0.0,0.0,0.0,0.45002557554886435,0.0,0.0,0.2656463174940089
2011-10-01,0.0,0.0,0.0,-0.269991426957945,0.0,0.0,0.48521181024853693,0.0,0.0,0.24479676279351817
2011-11-01,0.0,0.0,0.0,-0.421810931079617,0.0,0.0,0.39246685814335097,0.0,0.0,0.18572221077703205
2011-12-01,0.0,0.0,0.0,-0.28892599901442084,0.0,0.0,0.432498110770057,0.0,0.0,0.2785758902155222
2012-01-01,0.0,0.0,0.0,-0.26310428447858875,0.0,0.0,0.4216162605867467,0.0,0.0,0.3152794549346645
2012-02-01,0.0,0.0,0.0,-0.21100565149907707,0.0,0.0,0.43622677611266103,0.0,0.0,0.3527675723882618
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.27163143397229766,0.40827568273818465,0.0,0.0,0.3200928832895177
2012-04-01,0.0,0.0,0.0,0.0,0.0,0.3138668019829527,0.3677447923126598,0.0,0.0,0.31838840570438753
2012-05-01,0.0,0.0,0.0,0.0,0.0,0.3136373088724932,0.3669895388361146,0.0,0.0,0.31937315229139224
2012-06-01,0.0,0.0,0.0,0.0,0.0,0.2710426692071259,0.3959546335280465,0.0,0.0,0.3330026972648276
2012-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.4066307348141215,0.0,0.24697510446803253,0.34639416071784607
2012-08-01,0.0,0.0,0.0,0.0,0.0,0.25689420425475784,0.4026804715209278,0.0,0.0,0.34042532422431443
2012-09-01,0.0,0.0,0.0,0.0,0.0,0.2794994012606228,0.3909655356643387,0.0,0.0,0.3295350630750386
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.3054635806390382,0.3751535864242052,0.0,0.0,0.31938283293675657
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.3377958703545083,0.33740370144153126,0.0,0.0,0.3248004282039605
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.31586010939872483,0.3510808827248951,0.0,0.0,0.3330590078763801
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.32961673295774424,0.3376400914079329,0.0,0.0,0.33274317563432276
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.33282401000593737,0.33829865396033953,0.0,0.0,0.3288773360337231
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.30137522585379,0.35920662705060374,0.0,0.0,0.33941814709560625
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.37367834997942073,0.31612097810484213,0.0,0.3102006719157372
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.37819957198063436,0.32081257797801815,0.0,0.3009878500413475
2013-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.3854297413994037,0.32310415543559623,0.0,0.29146610316500005
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.3813163264902748,0.0,0.30379382433378593,0.31488984917593926
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.3755410443775589,0.0,0.28830540671444654,0.33615354890799454
2013-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.3801596724742624,0.0,0.28599935600101284,0.33384097152472464
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.3564755345438989,0.0,0.29047984337805555,0.3530446220780455
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.3449138841131608,0.0,0.3036471509166106,0.35143896497022864
2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.3294899750032083,0.0,0.31346776816232275,0.35704225683446894
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.3257748561852795,0.0,0.3117862226761994,0.36243892113852105
2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.33728980229444067,0.0,0.3033930671430062,0.35931713056255316
2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.33794890314288256,0.0,0.2983679714254069,0.3636831254317107
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.3320493899993001,0.0,0.3106779923186363,0.35727261768206353
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.3272856930111927,0.0,0.3199831024323277,0.3527312045564797
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.3616108336202271,0.0,0.34372664352302224,0.29466252285675076
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.3498009574864034,0.0,0.3483381758476219,0.3018608666659747
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.3417766862844054,0.0,0.33078901251404985,0.3274343012015446
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.3237315289959424,0.0,0.3511826705761306,0.32508580042792684
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.3259997140637974,0.0,0.3459707481926904,0.3280295377435122
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.3382110843426879,0.0,0.35403238068549714,0.30775653497181504
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.3376402684172582,0.0,0.3620317952110648,0.300327936371677
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.348344613794365,0.0,0.37222371892256295,0.27943166728307206
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.3419225704010605,0.0,0.3671731809306581,0.2909042486682815
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.3544509364744662,0.0,0.36365897699874933,0.28189008652678454
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.34502337607782274,0.0,0.3665317658759679,0.28844485804620945
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.33381216092406446,0.0,0.37206486125758126,0.2941229778183542
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.3186470296873928,0.0,0.3703549949556787,0.3109979753569286
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.29065646565266245,0.0,0.3857790025694937,0.3235645317778438
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.3113025161736158,0.0,0.3832534029661889,0.30544408086019526
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.31108820665011133,0.0,0.4004022766798613,0.2885095166700273
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.29862017031553906,0.0,0.0,0.3600797918272039,0.341300037857257
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.28722182944896096,0.0,0.0,0.34586930842038965,0.36690886213064944
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.29131367754721893,0.0,0.3475417935906986,0.3611445288620825
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.29556342497641924,0.0,0.0,0.3345293023001253,0.36990727272345536
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.29556342497641924,0.0,0.0,0.3345293023001253,0.36990727272345536
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.3381478919083293,0.0,0.29727238734067885,0.364579720750992
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.32831755833368326,0.0,0.3142530542857232,0.35742938738059365
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.3381621834609545,0.0,0.29820096559775794,0.36363685094128745
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.3221100070813291,0.0,0.31999981692597046,0.3578901759927004
2016-07-01,0.3083739164278733,0.0,0.0,0.0,0.31134915202564384,0.0,0.0,0.0,0.0,0.3802769315464828
2016-08-01,0.2978729584147528,0.0,0.0,0.0,0.3132458232391425,0.0,0.0,0.0,0.0,0.3888812183461047
2016-09-01,0.0,0.0,0.0,0.0,0.3053616408039334,0.0,0.0,0.0,0.2984539701536859,0.3961843890423806
2016-10-01,0.2947422007398723,0.0,0.0,0.0,0.3282414775900235,0.0,0.0,0.0,0.0,0.3770163216701042
2016-11-01,0.0,0.0,0.0,0.0,0.3323170694353914,0.29633816512411626,0.0,0.0,0.0,0.37134476544049233
2016-12-01,0.0,0.0,0.0,0.0,0.3031126707072336,0.3439820951382591,0.0,0.0,0.0,0.3529052341545074
2017-01-01,0.0,0.0,0.0,0.0,0.3031126707072336,0.3439820951382591,0.0,0.0,0.0,0.3529052341545074
2017-02-01,0.2858524458943791,0.0,0.0,0.0,0.0,0.37136515112035257,0.0,0.0,0.0,0.34278240298526824
2017-03-01,0.2776293302030288,0.0,0.0,0.0,0.0,0.37379547433541765,0.0,0.0,0.0,0.3485751954615534
2017-04-01,0.27592929900925617,0.0,0.0,0.0,0.0,0.3815727557252144,0.0,0.0,0.0,0.3424979452655295
2017-05-01,0.2660399697912048,0.0,0.0,0.0,0.0,0.39543995347152605,0.0,0.0,0.0,0.33852007673726914
2017-06-01,0.26360351394756765,0.0,0.0,0.0,0.0,0.3938561991422373,0.0,0.0,0.0,0.34254028691019506
2017-07-01,0.2529341082510668,0.0,0.0,0.0,0.0,0.40142736769455084,0.0,0.0,0.0,0.34563852405438233
2017-08-01,0.2785514465942151,0.0,0.0,0.0,0.0,0.4033602298180717,0.0,0.0,0.0,0.3180883235877132
2017-09-01,0.2769720507523343,0.0,0.0,0.0,0.0,0.4118791115298566,0.0,0.0,0.0,0.3111488377178091
2017-10-01,0.29322531907893734,0.0,0.0,0.0,0.0,0.3890894056101068,0.0,0.0,0.0,0.3176852753109558
2017-11-01,0.2893342578003509,0.0,0.0,0.0,0.0,0.4040596559849966,0.0,0.0,0.0,0.3066060862146525
2017-12-01,0.2893342578003509,0.0,0.0,0.0,0.0,0.4040596559849966,0.0,0.0,0.0,0.3066060862146525
2018-01-01,0.28425774566571244,0.0,0.0,0.0,0.0,0.41189440659555654,0.0,0.0,0.0,0.30384784773873097
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.4001741872005367,0.28568768039674675,0.0,0.0,0.3141381324027165
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.4001741872005367,0.28568768039674675,0.0,0.0,0.3141381324027165
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.4001741872005367,0.28568768039674675,0.0,0.0,0.3141381324027165
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.4001741872005367,0.28568768039674675,0.0,0.0,0.3141381324027165
2018-06-01,0.27385448680965535,0.0,0.0,0.0,0.0,0.3850311431587218,0.0,0.0,0.0,0.3411143700316229
2018-07-01,0.27385448680965535,0.0,0.0,0.0,0.0,0.3850311431587218,0.0,0.0,0.0,0.3411143700316229
2018-08-01,0.26811946921700147,0.0,0.0,0.0,0.0,0.36943849775903964,0.0,0.0,0.0,0.36244203302395894
2018-09-01,0.2800415754526268,0.0,0.0,0.0,0.0,0.3482788980421758,0.0,0.0,0.0,0.37167952650519737
2018-10-01,0.2714249820132765,0.0,0.0,0.0,0.0,0.35446026835721467,0.0,0.0,0.0,0.37411474962950886
2018-11-01,0.2813228895380608,0.0,0.0,0.0,0.0,0.33905224979335863,0.0,0.0,0.0,0.3796248606685806
2018-12-01,0.0,0.0,0.0,0.0,0.0,0.3430484052390458,0.29311826799540275,0.0,0.0,0.36383332676555147
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.33487148047729204,0.2873597757633338,0.0,0.0,0.3777687437593741
2019-02-01,0.23091297134388422,0.0,0.0,0.0,0.0,0.3700543185122387,0.0,0.0,0.0,0.3990327101438771
2019-03-01,0.2687741178468936,0.0,0.0,0.0,0.0,0.35630593462535204,0.0,0.0,0.0,0.3749199475277544
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.3454876639195644,0.0,0.32256075973975706,0.0,0.33195157634067857
2019-05-01,0.0,0.0,0.0,0.0,0.0,0.37593689783975925,0.0,0.28448448269707194,0.0,0.3395786194631688
2019-06-01,0.0,0.0,0.0,0.0,0.0,0.37194314249424865,0.0,0.2846810809298236,0.0,0.3433757765759279
